sa,naics_sector,series,geo,year,annual_total
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,CT,2011,20.92
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,DE,2011,22.53
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,DC,2011,26.990000000000006
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,FL,2011,24.720000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,GA,2011,21.93
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,HI,2011,24.62
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,ID,2011,20.119999999999997
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,IL,2011,22.419999999999995
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,IN,2011,20.27
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,IA,2011,17.619999999999997
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,KS,2011,18.73
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,KY,2011,18.25
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,LA,2011,21.07
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,ME,2011,17.7
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MD,2011,23.51
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MA,2011,21.759999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MI,2011,21.15
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MN,2011,20.799999999999997
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MS,2011,17.740000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MO,2011,17.83
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MT,2011,19.32
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NE,2011,18.740000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NV,2011,23.860000000000003
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NH,2011,18.53
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NJ,2011,23.89
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NM,2011,19.239999999999995
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NY,2011,23.36
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NC,2011,20.009999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,ND,2011,16.98
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,OH,2011,20.71
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,OK,2011,20.169999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,OR,2011,19.599999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,PA,2011,21.2
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,RI,2011,20.700000000000003
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,SC,2011,19.990000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,SD,2011,17.02
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,TN,2011,18.300000000000004
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,TX,2011,19.88
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,UT,2011,20.61
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,VT,2011,17.22
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,VA,2011,21.839999999999996
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,WA,2011,19.25
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,WV,2011,17.71
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,WI,2011,19.7
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,WY,2011,17.55
U,Total for All NAICS,Business Applications,US,2010,2476172.0
U,Agriculture,Business Applications,US,2010,30700.0
U,Mining,Business Applications,US,2010,7615.0
U,Utilities,Business Applications,US,2010,3176.0
U,Construction,Business Applications,US,2010,227625.0
U,Manufacturing,Business Applications,US,2010,55239.0
U,Wholesale Trade,Business Applications,US,2010,105428.0
U,Retail Trade,Business Applications,US,2010,336977.0
U,Transportation and Warehousing,Business Applications,US,2010,124740.0
U,Information,Business Applications,US,2010,57352.0
U,Finance and Insurance,Business Applications,US,2010,128934.0
U,Real Estate,Business Applications,US,2010,116080.0
U,Professional Services,Business Applications,US,2010,368460.0
U,Management of Companies,Business Applications,US,2010,13261.0
U,Administrative and Support,Business Applications,US,2010,176885.0
U,Educational Services,Business Applications,US,2010,43184.0
U,Health Care and Social Assistance,Business Applications,US,2010,171988.0
U,Arts and Entertainment,Business Applications,US,2010,96935.0
U,Accommodation and Food Services,Business Applications,US,2010,142268.0
U,Other Services,Business Applications,US,2010,246877.0
U,No NAICS Assigned,Business Applications,US,2010,22448.0
A,Total for All NAICS,Business Applications,US,2010,2499807.0
A,Agriculture,Business Applications,US,2010,31358.0
A,Mining,Business Applications,US,2010,7679.0
A,Utilities,Business Applications,US,2010,3192.0
A,Construction,Business Applications,US,2010,229760.0
A,Manufacturing,Business Applications,US,2010,55700.0
A,Wholesale Trade,Business Applications,US,2010,106365.0
A,Retail Trade,Business Applications,US,2010,340157.0
A,Transportation and Warehousing,Business Applications,US,2010,126302.0
A,Information,Business Applications,US,2010,57908.0
A,Finance and Insurance,Business Applications,US,2010,129709.0
A,Real Estate,Business Applications,US,2010,116940.0
A,Professional Services,Business Applications,US,2010,371543.0
A,Management of Companies,Business Applications,US,2010,13300.0
A,Administrative and Support,Business Applications,US,2010,178907.0
A,Educational Services,Business Applications,US,2010,43543.0
A,Health Care and Social Assistance,Business Applications,US,2010,173534.0
A,Arts and Entertainment,Business Applications,US,2010,97934.0
A,Accommodation and Food Services,Business Applications,US,2010,143560.0
A,Other Services,Business Applications,US,2010,249767.0
A,No NAICS Assigned,Business Applications,US,2010,22652.0
U,Total for All NAICS,Business Applications,NO,2010,441844.0
A,Total for All NAICS,Business Applications,NO,2010,445749.0
U,Total for All NAICS,Business Applications,MW,2010,465909.0
A,Total for All NAICS,Business Applications,MW,2010,470248.0
U,Total for All NAICS,Business Applications,SO,2010,993252.0
A,Total for All NAICS,Business Applications,SO,2010,1003424.0
U,Total for All NAICS,Business Applications,WE,2010,575167.0
A,Total for All NAICS,Business Applications,WE,2010,580386.0
U,Total for All NAICS,Business Applications,AL,2010,29908.0
A,Total for All NAICS,Business Applications,AL,2010,30249.0
U,Total for All NAICS,Business Applications,AK,2010,4658.0
A,Total for All NAICS,Business Applications,AK,2010,4698.0
U,Total for All NAICS,Business Applications,AZ,2010,57924.0
A,Total for All NAICS,Business Applications,AZ,2010,58445.0
U,Total for All NAICS,Business Applications,AR,2010,17834.0
A,Total for All NAICS,Business Applications,AR,2010,18011.0
U,Total for All NAICS,Business Applications,CA,2010,256440.0
A,Total for All NAICS,Business Applications,CA,2010,258690.0
U,Total for All NAICS,Business Applications,CO,2010,61197.0
A,Total for All NAICS,Business Applications,CO,2010,61793.0
U,Total for All NAICS,Business Applications,CT,2010,26230.0
A,Total for All NAICS,Business Applications,CT,2010,26426.0
U,Total for All NAICS,Business Applications,DE,2010,13029.0
A,Total for All NAICS,Business Applications,DE,2010,13122.0
U,Total for All NAICS,Business Applications,DC,2010,7920.0
A,Total for All NAICS,Business Applications,DC,2010,7986.0
U,Total for All NAICS,Business Applications,FL,2010,252223.0
A,Total for All NAICS,Business Applications,FL,2010,255052.0
U,Total for All NAICS,Business Applications,GA,2010,108051.0
A,Total for All NAICS,Business Applications,GA,2010,109104.0
U,Total for All NAICS,Business Applications,HI,2010,10021.0
A,Total for All NAICS,Business Applications,HI,2010,10103.0
U,Total for All NAICS,Business Applications,ID,2010,12829.0
A,Total for All NAICS,Business Applications,ID,2010,12902.0
U,Total for All NAICS,Business Applications,IL,2010,98424.0
A,Total for All NAICS,Business Applications,IL,2010,99366.0
U,Total for All NAICS,Business Applications,IN,2010,45013.0
A,Total for All NAICS,Business Applications,IN,2010,45425.0
U,Total for All NAICS,Business Applications,IA,2010,17826.0
A,Total for All NAICS,Business Applications,IA,2010,18001.0
U,Total for All NAICS,Business Applications,KS,2010,18828.0
A,Total for All NAICS,Business Applications,KS,2010,19030.0
U,Total for All NAICS,Business Applications,KY,2010,24654.0
A,Total for All NAICS,Business Applications,KY,2010,24914.0
U,Total for All NAICS,Business Applications,LA,2010,39383.0
A,Total for All NAICS,Business Applications,LA,2010,39909.0
U,Total for All NAICS,Business Applications,ME,2010,7468.0
A,Total for All NAICS,Business Applications,ME,2010,7521.0
U,Total for All NAICS,Business Applications,MD,2010,50977.0
A,Total for All NAICS,Business Applications,MD,2010,51385.0
U,Total for All NAICS,Business Applications,MA,2010,47044.0
A,Total for All NAICS,Business Applications,MA,2010,47394.0
U,Total for All NAICS,Business Applications,MI,2010,75725.0
A,Total for All NAICS,Business Applications,MI,2010,76492.0
U,Total for All NAICS,Business Applications,MN,2010,39629.0
